"school","source","md5","retrieved","processed","year","B1_men_full_new_undergrad","B1_men_full_first_undergrad","B1_men_full_other_undergrad","B1_men_full_degree_undergrad","B1_men_full_credit_undergrad","B1_men_full_total_undergrad","B1_men_part_new_undergrad","B1_men_part_first_undergrad","B1_men_part_other_undergrad","B1_men_part_degree_undergrad","B1_men_part_credit_undergrad","B1_men_part_total_undergrad","B1_men_full_new_grad","B1_men_full_other_grad","B1_men_full_degree_grad","B1_men_full_credit_grad","B1_men_full_total_grad","B1_men_part_new_grad","B1_men_part_other_grad","B1_men_part_degree_grad","B1_men_part_credit_grad","B1_men_part_total_grad","B1_men_full_total","B1_men_part_total","B1_women_full_new_undergrad","B1_women_full_first_undergrad","B1_women_full_other_undergrad","B1_women_full_degree_undergrad","B1_women_full_credit_undergrad","B1_women_full_total_undergrad","B1_women_part_new_undergrad","B1_women_part_first_undergrad","B1_women_part_other_undergrad","B1_women_part_degree_undergrad","B1_women_part_credit_undergrad","B1_women_part_total_undergrad","B1_women_full_new_grad","B1_women_full_other_grad","B1_women_full_degree_grad","B1_women_full_credit_grad","B1_women_full_total_grad","B1_women_part_new_grad","B1_women_part_other_grad","B1_women_part_degree_grad","B1_women_part_credit_grad","B1_women_part_total_grad","B1_women_full_total","B1_women_part_total","B1_other_full_new_undergrad","B1_other_full_first_undergrad","B1_other_full_other_undergrad","B1_other_full_degree_undergrad","B1_other_full_credit_undergrad","B1_other_full_total_undergrad","B1_other_part_new_undergrad","B1_other_part_first_undergrad","B1_other_part_other_undergrad","B1_other_part_degree_undergrad","B1_other_part_credit_undergrad","B1_other_part_total_undergrad","B1_other_full_new_grad","B1_other_full_other_grad","B1_other_full_degree_grad","B1_other_full_credit_grad","B1_other_full_total_grad","B1_other_part_new_grad","B1_other_part_other_grad","B1_other_part_degree_grad","B1_other_part_credit_grad","B1_other_part_total_grad","B1_other_full_total","B1_other_part_total","B1_undergrad","B1_grad","B1_total","G1_first_year_private","G1_first_year_public_district","G1_first_year_public_state","G1_first_year_public_out_state","G1_first_year_non_resident","G1_first_year_fees","G1_first_year_food_room","G1_first_year_room","G1_first_year_food","G1_first_year_total","G1_undergraduate_private","G1_undergraduate_public_district","G1_undergraduate_public_state","G1_undergraduate_public_out_state","G1_undergraduate_non_resident","G1_undergraduate_fees","G1_undergraduate_food_room","G1_undergraduate_room","G1_undergraduate_food","G1_undergraduate_total","G1_total","G5_resident_book_supplies","G5_resident_room","G5_resident_food","G5_resident_room_food","G5_resident_transport","G5_resident_other","G5_commuter_home_book_supplies","G5_commuter_home_room","G5_commuter_home_food","G5_commuter_home_room_food","G5_commuter_home_transport","G5_commuter_home_other","G5_commuter_not_home_book_supplies","G5_commuter_not_home_room","G5_commuter_not_home_food","G5_commuter_not_home_room_food","G5_commuter_not_home_transport","G5_commuter_not_home_other","H1_need_scholarship_federal","H1_need_scholarship_state","H1_need_scholarship_institutional","H1_need_scholarship_external","H1_need_scholarship_total","H1_need_self_loan","H1_need_self_federal","H1_need_self_other","H1_need_self_total","H1_need_parent_loan","H1_need_waiver","H1_need_athletic","H1_non_need_scholarship_federal","H1_non_need_scholarship_state","H1_non_need_scholarship_institutional","H1_non_need_scholarship_external","H1_non_need_scholarship_total","H1_non_need_self_loan","H1_non_need_self_federal","H1_non_need_self_other","H1_non_need_self_total","H1_non_need_parent_loan","H1_non_need_waiver","H1_non_need_athletic"
"Brown University","https://oir.brown.edu/sites/g/files/dprerj381/files/2020-04/CDS2006_2007.pdf","769cbcf1a8db7519743f2d4af745772d","Wed Oct  9 07:42:56 2024","Wed Oct 30 16:23:19 2024",2006,725,15,2038,2778,7,2785,0,1,35,36,59,95,196,665,NA,2,863,29,24,NA,10,63,NA,NA,741,15,2208,2964,1,2965,0,0,20,20,145,165,213,569,NA,2,784,25,11,NA,10,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6010,2115,8125,35584,NA,NA,NA,35584,758,9606,5958,3648,NA,35584,NA,NA,NA,35584,758,9606,5958,3648,NA,NA,NA,NA,NA,NA,NA,NA,1184,NA,NA,NA,300,1528,1128,NA,3648,NA,3958,1528,3061677,279400,49792589,2663658,55797324,10954233,2834916,150886,13940035,0,512391,0,0,0,0,1389525,1389525,5308709,NA,0,5308709,10015156,1672094,0
"Brown University","https://oir.brown.edu/sites/g/files/dprerj381/files/2020-04/CDS2005_2006.pdf","51bc46da3cf30f927b0749b54c77224b","Wed Oct  9 07:42:56 2024","Wed Oct 30 16:23:19 2024",2005,706,2,2029,2737,34,2771,0,0,32,32,56,88,220,642,NA,3,865,25,14,NA,14,53,NA,NA,734,6,2387,3127,33,3160,0,0,31,31,126,157,209,540,NA,9,758,7,29,NA,22,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6176,2085,8261,33888,NA,NA,NA,33888,732,9134,5690,3444,NA,33888,NA,NA,NA,33888,732,9134,5690,3444,NA,NA,NA,NA,NA,NA,NA,NA,1128,NA,NA,NA,300,1458,1128,NA,3444,NA,3690,1458,NA,NA,NA,2269000,51538438,10816588,2861000,NA,13827588,NA,NA,NA,NA,NA,NA,1704000,1704000,5268000,NA,NA,5268000,10523885,NA,NA
"Brown University","https://oir.brown.edu/sites/g/files/dprerj381/files/2020-04/CDS_0405.pdf","688185cb8c4b81d9f90f0527d9032f43","Wed Oct  9 07:42:56 2024","Wed Oct 30 16:23:19 2024",2004,685,5,1948,2638,1,2639,0,1,31,32,69,101,193,636,NA,0,829,6,16,NA,11,33,NA,NA,744,4,2315,3063,6,3069,0,2,37,39,166,205,192,547,NA,2,741,18,26,NA,7,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6014,1990,8004,32264,NA,NA,NA,32264,960,8796,5498,3298,NA,32264,NA,NA,NA,32264,710,8796,5498,3298,NA,NA,NA,NA,NA,NA,NA,NA,1096,NA,NA,NA,300,1414,1096,NA,3298,NA,3498,1414,2635491,322491,NA,2520440,48944031,10819258,2694490,138260,13652008,NA,43465609,NA,NA,NA,NA,1263591,1263591,4345997,NA,NA,4345997,9298929,NA,NA
"Case Western Reserve University","https://case.edu/ir/sites/case.edu.ir/files/2021-12/CDS_2020-2021.pdf","cb0567ef58949c59b4b3423141c2b04b","Wed Oct  9 07:42:56 2024","Wed Oct 30 16:23:19 2024",2020,706,76,2085,2867,1,2868,1,2,28,31,47,78,598,1721,NA,4,2323,44,270,NA,32,346,NA,NA,598,51,1772,2421,0,2421,0,1,41,42,24,66,789,2052,NA,6,2847,88,370,NA,61,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5433,6035,11468,54020,NA,NA,NA,NA,1128,16482,9584,6898,NA,54020,NA,NA,NA,NA,518,16482,9584,6898,NA,NA,1200,NA,NA,NA,1050,1350,1200,NA,1585,NA,900,1350,1200,15190,6360,NA,1050,1350,6396445,1408759,83573079,2288583,93666866,9148031,3944148,680213,13772392,1303676,2407272,NA,NA,NA,50443499,2773648,53217147,6601980,NA,NA,6601980,4708187,3124893,NA
"Case Western Reserve University","https://case.edu/ir//ir/sites/default/files/2024-03/CDS%20-%20CWRU_2023-24.pdf","6e0101939a88af6e2e8e49b02bdf31fa","Thu Oct 10 03:23:38 2024","Wed Oct 30 16:23:20 2024",2000,800,39,2321,3160,10,3170,3,0,21,24,23,47,667,1570,NA,29,2266,105,255,NA,38,398,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,16,27,43,863,1849,NA,37,2749,190,317,NA,119,626,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,3,15,19,NA,1,35,4,2,NA,0,6,NA,NA,6186,6080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9581652,1591583,NA,4038056,134133899,10207808,4265112,1016175,15489095,1497853,NA,NA,NA,NA,NA,5991652,80103404,8889244,NA,NA,8889244,6364435,NA,NA
"Case Western Reserve University","https://case.edu/ir//ir/sites/default/files/2023-02/CDS_CWRU%20%2822-23%29_0.pdf","41730756020a6b31f8e4dfb341ff005c","Thu Oct 10 03:23:38 2024","Wed Oct 30 16:23:20 2024",2022,819,32,2207,3058,16,3074,0,2,24,26,27,53,670,1623,NA,36,2329,106,262,NA,35,403,NA,NA,733,26,2056,2815,10,2825,0,1,22,23,33,56,897,1877,NA,39,2813,135,354,NA,110,599,NA,NA,1,0,4,5,3,8,0,0,0,0,1,1,13,18,NA,0,31,1,5,NA,3,9,NA,NA,6017,6184,12201,64100,NA,NA,NA,NA,1251,17040,NA,NA,NA,64100,NA,NA,NA,NA,1251,17040,NA,NA,NA,NA,1200,NA,NA,NA,1050,1350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8341870,1353805,103499050,3131975,116326700,9273567,3976129,990302,14239998,725108,2338008,NA,NA,NA,69925276,5309536,75234812,8614185,NA,NA,8614185,7153232,5298782,NA
"Case Western Reserve University","https://case.edu/ir//ir/sites/default/files/2022-05/CDS_2021-2022_CWRU.pdf","843eedbfd1e153db739a05507318d990","Thu Oct 10 03:23:38 2024","Wed Oct 30 16:23:20 2024",2000,786,31,2152,2969,14,2983,0,1,28,29,30,59,822,1622,NA,29,2473,108,247,NA,39,394,NA,NA,820,40,1817,2677,1,2678,0,4,18,22,50,72,1017,1823,NA,49,2889,138,375,NA,81,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5792,6350,12142,61040,NA,NA,NA,NA,1194,17040,NA,NA,NA,61040,NA,NA,NA,NA,1194,17040,NA,NA,NA,NA,1200,NA,NA,NA,1050,1350,1200,NA,1585,NA,900,1350,1200,8830,6360,NA,1050,1350,7249553,NA,87662695,2666276,98820565,8858461,3952883,775590,13586934,592586,2164587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case Western Reserve University","https://case.edu/ir//ir/sites/default/files/2020-05/CDS_2019-2020_0.pdf","757f3403757e9aab3b58ab56f09e95a5","Thu Oct 10 03:23:39 2024","Wed Oct 30 16:23:20 2024",2019,710,34,2087,2831,12,2843,0,0,28,28,35,63,775,1666,NA,10,2451,115,229,NA,38,382,NA,NA,647,20,1718,2385,9,2394,0,3,22,25,58,83,1049,1926,NA,14,2989,157,418,NA,94,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5383,6491,11874,52448,NA,NA,NA,NA,1108,16080,9350,6730,NA,52448,NA,NA,NA,NA,598,16080,9350,6730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050,1350,NA,NA,NA,NA,900,1350,5595980,1312501,81328019,3019618,91256118,10143309,3991586,625004,14759899,1658395,2316541,NA,NA,NA,49295119,2944677,52239796,6955219,NA,NA,6955219,6011630,2937862,NA
"Case Western Reserve University","https://case.edu/ir/2014-2015-CDS.pdf","6214f3b7d5815a7a9cf75ce4e971466f","Thu Oct 10 03:23:40 2024","Wed Oct 30 16:23:20 2024",2014,701,38,1841,2580,11,2591,0,0,37,37,36,73,823,1566,NA,50,2439,69,173,NA,46,288,NA,NA,581,28,1555,2164,11,2175,0,1,25,26,46,72,946,1622,NA,37,2605,162,280,NA,86,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4911,5860,10771,44156,NA,NA,NA,NA,914,13850,8020,5830,NA,44156,NA,NA,NA,NA,404,13850,8020,5830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050,1350,NA,NA,NA,NA,900,1350,4922033,1019900,65573735,2671255,74186923,17388868,4080390,0,21469258,10154284,2244067,NA,0,9853,33991824,1748170,35749847,4224660,NA,0,4224660,4626549,4007626,NA
"Case Western Reserve University","https://case.edu/ir/cds201314.pdf","be2aeeccd2531a0bc839a9bf752c239b","Thu Oct 10 03:23:41 2024","Wed Oct 30 16:23:20 2024",2013,664,43,1778,2485,15,2500,0,1,23,24,31,55,737,1565,NA,22,2324,59,233,NA,60,352,NA,NA,588,26,1402,2016,12,2028,0,1,25,26,52,78,868,1521,NA,29,2418,116,357,NA,97,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4661,5664,10325,42766,NA,NA,NA,42766,887,13376,7730,5646,NA,42766,NA,NA,NA,42766,392,13376,7730,5646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,1350,NA,NA,NA,NA,900,1350,4945584,951464,63753667,2624279,72274994,17088571,4098622,NA,21187193,8445253,2674883,NA,0,30084,28092820,1804833,29927737,4701755,NA,NA,4701755,4701755,3565892,NA
"Case Western Reserve University","https://case.edu/ir/cds201213.pdf","620adedb1e507f869075875385da576d","Thu Oct 10 03:23:41 2024","Wed Oct 30 16:23:20 2024",2012,763,30,1573,2366,18,2384,1,1,26,28,30,58,700,1598,NA,12,2310,92,237,NA,68,397,NA,NA,608,18,1236,1862,14,1876,0,2,20,22,46,68,844,1447,NA,15,2306,121,406,NA,100,627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4386,5640,10026,41420,NA,NA,NA,41420,860,12898,7430,5468,NA,41420,NA,NA,NA,41420,380,12898,7430,5468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050,1350,NA,NA,NA,NA,900,1350,4941905,1077509,60061085,2389836,68470335,16349025,4074462,NA,20423487,7600529,2560744,NA,NA,61994,23169770,1457983,24689747,4787228,NA,NA,4787228,4009400,3076423,NA
"Case Western Reserve University","https://case.edu/ir/2011-12-CDS.pdf","98a51a895806fc5e220c15347ef1e311","Thu Oct 10 03:23:41 2024","Wed Oct 30 16:23:20 2024",2011,476,46,1675,2197,5,2202,0,2,21,23,25,48,694,1556,NA,14,2264,93,246,NA,96,435,NA,NA,426,40,1219,1685,8,1693,0,2,22,24,49,73,749,1485,NA,11,2245,127,430,NA,119,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4016,5620,9636,40120,NA,NA,NA,NA,835,12436,7140,5296,NA,40120,NA,NA,NA,NA,370,13466,8170,5296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1350,NA,NA,NA,NA,900,1350,4677880,1051865,54258621,2556593,62544959,22413002,5686638,NA,28099640,9960948,2785072,NA,NA,76957,14542634,420373,15039964,10631235,NA,NA,10631235,647185,3071730,NA
"Case Western Reserve University","https://case.edu/ir/2010-11-CDS.pdf","c1d2735d9e6cf277315ee3cccc493033","Thu Oct 10 03:23:42 2024","Wed Oct 30 16:23:20 2024",2010,606,48,1704,2358,9,2367,0,0,29,29,25,54,669,1539,NA,14,2222,89,274,NA,71,434,NA,NA,415,31,1267,1713,5,1718,0,1,24,25,63,88,782,1389,NA,12,2183,209,440,NA,122,771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4227,5610,9837,38760,NA,NA,NA,NA,810,11938,6870,5068,NA,38760,NA,NA,NA,NA,360,12928,7860,5068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1350,NA,NA,NA,NA,900,1350,6211005,1297057,53528375,3392552,64428989,21140457,5756343,NA,26896800,8658938,2806768,NA,NA,218720,15469719,593080,16281519,14143326,NA,NA,14143326,445690,3161532,NA
"Case Western Reserve University","https://case.edu/ir/2009-10-CDS.pdf","01632145a270bec540efd7e6b6a6122e","Thu Oct 10 03:23:42 2024","Wed Oct 30 16:23:20 2024",2009,564,2,1759,2325,9,2334,0,2,29,31,21,52,701,1515,NA,9,2225,79,288,NA,52,419,NA,NA,402,27,1326,1755,6,1761,0,2,32,34,47,81,743,1378,NA,14,2135,159,466,NA,106,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4228,5510,9738,37300,NA,NA,NA,NA,728,11400,6550,4850,NA,37300,NA,NA,NA,NA,348,12340,7490,4850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050,1325,NA,NA,NA,NA,900,1325,6141101,1409836,51650782,2541048,61742767,25051968,5204407,0,30256375,7932492,2941673,NA,NA,241045,14841294,389650,15471989,11494288,NA,0,11494288,422318,2931481,NA
"Colorado State University","https://www.ir.colostate.edu/wp-content/uploads/sites/21/2024/02/CDS_2023-2024.pdf","9b3d012629cd78a37086cf09a7da2ce5","Wed Oct  9 07:42:57 2024","Wed Oct 30 16:23:20 2024",2023,2202,890,7149,10241,138,10379,34,111,1047,1192,219,1411,496,680,NA,1,1177,301,1564,NA,113,1978,NA,NA,2865,879,8670,12414,326,12740,36,112,1141,1289,349,1638,668,1318,NA,3,1989,400,1666,NA,175,2241,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,26168,7385,NA,NA,10299,10299,31055,31055,2710,14040,6830,7210,NA,NA,10299,10299,31055,31055,2710,14040,6830,7210,NA,NA,1200,NA,NA,NA,1126,1611,1200,NA,2322,NA,1126,1611,1200,10485,4194,14679,1126,1611,27204476,16746114,51232896,7153468,102336954,52279518,1316612,1756084,55352214,19200124,6405871,1154897,1546285,102228,24323945,4602017,30574475,39462092,NA,1158649,40620741,30983257,7032747,4581417
"Colorado State University","https://www.ir.colostate.edu/wp-content/uploads/sites/21/2024/02/CDS_2022-2023_v3.0.pdf","f27099c9facdbc20b7f620cdeae57146","Wed Oct  9 07:42:57 2024","Wed Oct 30 16:23:20 2024",2022,2332,945,6875,10152,122,10274,46,139,1113,1298,222,1520,460,633,NA,5,1098,322,1572,NA,89,1983,NA,NA,3016,906,8425,12347,316,12663,36,133,1182,1351,254,1605,752,1214,NA,4,1970,344,1712,NA,192,2248,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,26062,7299,33361,NA,9903,9903,29861,29861,2656,13360,6500,6860,NA,NA,9903,9903,29861,29861,2656,13360,6500,6860,NA,NA,1200,NA,NA,NA,1126,1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25766545,14755537,45369820,6629942,92521844,48374788,1334323,1823486,51532597,17096110,7672015,1913063,631096,185335,22731074,4739722,28287227,36125615,NA,1057900,37183515,27173286,7514533,6489318
"Colorado State University","https://www.ir.colostate.edu/wp-content/uploads/sites/21/2024/02/CDS_2020-2021.pdf","1d99d11ba3faa22aecd091d7056d130d","Wed Oct  9 07:42:58 2024","Wed Oct 30 16:23:20 2024",2020,1842,678,7052,9572,7,9579,62,169,1648,1879,196,2075,413,568,NA,0,981,341,1894,NA,170,2405,NA,NA,2553,536,8057,11146,2,11148,56,160,1834,2050,334,2384,657,956,NA,1,1614,444,1826,NA,190,2460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25186,7460,32646,NA,28147,NA,NA,28147,2513,12552,6036,6516,NA,NA,28147,NA,NA,28147,2513,12552,6036,6516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,1790,27328549,13814445,52560021,7474705,101177720,58591547,1208730,1588459,61388736,23240693,5355562,3085603,282960,474642,27897903,5214964,33870469,34672670,NA,1000607,35673277,34557428,4759366,5762280
"Colorado State University","https://www.ir.colostate.edu/wp-content/uploads/sites/21/2024/02/CDS_2019-2020.pdf","4e57fbefac2a8674ef6c53bafdc5f3eb","Wed Oct  9 07:42:58 2024","Wed Oct 30 16:23:20 2024",2019,2184,860,7630,10674,33,10707,28,113,1339,1480,310,1790,460,577,NA,2,1039,366,1796,NA,183,2345,NA,NA,2893,659,8102,11654,27,11681,32,94,1608,1734,647,2381,692,999,NA,0,1691,416,1770,NA,176,2362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26559,7437,33996,NA,28147,NA,NA,28147,2475,12430,5976,6454,NA,NA,28147,NA,NA,28147,2475,12430,5976,6454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350,1404,27213167,12117459,48351266,7135194,94817086,62721791,1010218,1643737,65375746,27902906,4240040,2750202,240943,508709,23928445,4512680,29190777,31337276,NA,1126699,32463975,37537696,2690206,6334545
"Colorado State University","https://www.ir.colostate.edu/wp-content/uploads/sites/21/2024/02/CDS_2018-2019.pdf","0988a67f8532aed31d349406c9d0d114","Wed Oct  9 07:42:59 2024","Wed Oct 30 16:23:21 2024",2018,2420,838,7633,10891,32,10923,41,96,1306,1443,381,1824,468,601,NA,1,1070,372,1794,NA,115,2281,NA,NA,2846,659,7856,11361,26,11387,30,83,1470,1583,683,2266,705,1007,NA,NA,1712,401,1640,NA,190,2231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26400,7294,33694,NA,27327,NA,NA,27327,2405,11964,5746,6218,NA,NA,27327,NA,NA,27327,2405,11964,5746,6218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,1360,25543277,10702283,43849669,7627319,87722548,64488244,924561,1592829,67005634,26366313,3360302,2663753,247061,376321,16546287,5643377,22813046,29346090,NA,813367,30159457,38563510,3054562,6136343
"Cornell University","http://irp.dpb.cornell.edu/wp-content/uploads/2024/08/CDS_UNL2_2023_2024-v11.pdf","e673bf6defa7c8d223ec5e5f40f32143","Wed Oct  9 07:42:59 2024","Wed Oct 30 16:23:21 2024",2023,1643,22,5529,7194,49,65,0,0,64,64,1,NA,1956,2612,NA,50,4618,160,263,NA,1,424,NA,NA,1894,22,6694,8610,66,87,0,0,87,87,0,0,2008,2744,NA,65,4817,125,229,NA,0,354,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,16071,10213,NA,68380,NA,NA,NA,NA,934,19428,12296,7132,NA,68380,NA,NA,NA,NA,934,19428,12296,7132,NA,NA,1226,NA,NA,NA,NA,2182,1226,NA,7132,NA,NA,2182,1226,12296,7132,19428,NA,2182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21107758,7067010,410068038,24380951,462623757,20674164,NA,NA,30138388,0,NA,0
"Cornell University","http://irp.dpb.cornell.edu/wp-content/uploads/2023/09/CDS_2022-2023_Cornell-University-v7.pdf","0f061302d18211a0132488706e1a6213","Wed Oct  9 07:42:59 2024","Wed Oct 30 16:23:21 2024",2022,1570,19,5378,6967,166,7133,0,1,27,28,1,29,1625,2998,NA,45,4668,72,307,NA,4,383,NA,NA,1921,24,6473,8418,136,8554,0,0,17,17,2,19,1712,2994,NA,63,4769,62,275,NA,6,343,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,NA,15735,10163,25898,65204,NA,NA,NA,NA,810,18554,11562,6992,NA,65204,NA,NA,NA,NA,810,18554,11562,6992,NA,NA,1354,NA,NA,NA,NA,2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19146740,6906866,352769571,18154857,396978034,28214319,7840020,1232756,37287095,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Cornell University","http://irp.dpb.cornell.edu/wp-content/uploads/2020/05/CDS_2019-2020_FINAL.pdf","5b3994231a8dd5148b2594410535ca71","Wed Oct  9 07:42:59 2024","Wed Oct 30 16:23:21 2024",2019,1437,46,5427,6910,29,6939,NA,NA,NA,0,NA,0,1954,2770,NA,36,4760,NA,NA,NA,NA,0,NA,NA,1752,46,6268,8066,38,8104,NA,NA,NA,0,NA,0,1792,2366,NA,66,4224,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15043,8984,24027,58586,NA,NA,NA,NA,730,15846,9534,6312,NA,58586,NA,NA,NA,NA,730,15846,9534,6312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,NA,NA,NA,NA,NA,1850,14986702,6034727,270683398,18191591,309896418,36768292,12843865,2020911,51633068,10744657,0,0,NA,NA,NA,3531450,3531450,3498909,NA,NA,3498909,884038,0,0
"Cornell University","http://irp.dpb.cornell.edu/wp-content/uploads/2019/08/CDS_2018-2019_v6.pdf","78fc3bfeac90f9675ac5451a8d2129d9","Wed Oct  9 07:42:59 2024","Wed Oct 30 16:23:21 2024",2018,1516,39,5555,7110,29,7139,NA,NA,NA,0,NA,0,1894,2633,NA,32,4559,NA,NA,NA,NA,NA,NA,NA,1779,30,6186,7995,48,8043,NA,NA,NA,0,NA,0,1628,2189,NA,42,3859,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15182,8418,23600,56550,NA,NA,NA,NA,672,15296,9152,6144,NA,56550,NA,NA,NA,NA,672,15296,9152,6144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,NA,NA,NA,NA,NA,1850,20074673,6322250,262435569,13952242,302784734,37580774,13250994,1962682,52794450,11805173,0,0,NA,NA,NA,4342192,4342192,3211360,NA,NA,3211360,3868839,0,0
"Cornell University","https://irp.dpb.cornell.edu/wp-content/uploads/2024/04/1000569.pdf","91a71c318d94f345edc9a6e25c5890dd","Wed Oct  9 07:43:00 2024","Wed Oct 30 16:23:21 2024",2016,1542,59,5351,6952,37,6989,NA,NA,NA,0,NA,0,1719,2564,NA,39,4322,NA,NA,NA,NA,0,NA,NA,1773,36,5710,7519,58,7577,NA,NA,NA,0,NA,0,1353,2037,NA,41,3431,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14566,7753,22319,52612,NA,NA,NA,NA,241,14380,8564,5816,NA,52612,NA,NA,NA,NA,241,14380,8564,5816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2208,16353382,5182149,226351495,7545198,255432224,31069620,11537504,2067616,44674740,11292249,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
